short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
A. Isak,20,192,77,Sweden,Real Sociedad,Spain Primera Division,79,86,18000000,28000,ST,Right,1,5,4,High/Low,Normal,Yes,41400000.0,NoTag,ST,19.0,,2019-07-01,2024.0,SUB,10.0,82.0,80.0,65.0,78.0,28.0,69.0,,,,,,,"Speed Dribbler (AI), Outside Foot Shot",61,82,70,72,81,78,67,45,47,81,81,83,80,74,68,84,71,70,75,73,52,29,80,76,75,77,,21,18,7,6,9,7,11,79+2,79+2,79+2,77+0,78+0,78+0,78+0,77+0,76+2,76+2,76+2,75+2,67+2,67+2,67+2,75+2,54+2,51+2,51+2,51+2,54+2,51+2,45+2,45+2,45+2,51+2
Adama Traoré,24,178,72,Spain,Wolverhampton Wanderers,English Premier League,79,85,17500000,80000,"RW, RWB",Right,1,2,4,High/Low,PLAYER_BODY_TYPE_373,Yes,36800000.0,"Speedster,Dribbler",RWB,37.0,,2018-08-08,2023.0,,,96.0,66.0,68.0,87.0,38.0,81.0,,,,,,,"Flair, Speed Dribbler (AI)",79,66,40,72,52,92,67,42,54,83,97,96,85,66,88,78,79,77,87,65,70,41,64,69,47,73,,38,35,13,9,11,12,7,72+2,72+2,72+2,79+0,76+0,76+0,76+0,79+0,75+2,75+2,75+2,78+2,68+2,68+2,68+2,78+2,64+2,58+2,58+2,58+2,64+2,60+2,53+2,53+2,53+2,60+2
M. Rashica,24,177,73,Kosovo,SV Werder Bremen,German 1. Bundesliga,79,85,17500000,32000,"CF, LW, RW",Right,1,4,4,High/Medium,Normal,Yes,33300000.0,Acrobat,LW,7.0,,2018-01-31,2022.0,,,88.0,79.0,74.0,84.0,46.0,65.0,,,,,,,"Power Free-Kick, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot",76,76,53,76,77,85,78,69,69,81,93,84,90,78,82,86,47,76,61,81,67,47,75,74,73,78,,37,36,7,14,7,14,6,76+2,76+2,76+2,80+0,79+0,79+0,79+0,80+0,79+2,79+2,79+2,79+2,73+2,73+2,73+2,79+2,66+2,62+2,62+2,62+2,66+2,62+2,54+2,54+2,54+2,62+2
H. Barnes,22,180,66,England,Leicester City,English Premier League,79,85,17500000,80000,"LW, CAM",Right,1,4,3,High/Medium,Normal,Yes,36800000.0,NoTag,LW,15.0,,2016-06-25,2024.0,,,83.0,72.0,75.0,80.0,45.0,57.0,,,,,,,"Long Shot Taker (AI), Outside Foot Shot",77,74,41,78,58,81,70,64,65,80,85,82,80,79,78,71,57,72,54,75,47,43,79,78,49,74,,49,47,6,5,11,8,10,72+2,72+2,72+2,79+0,78+0,78+0,78+0,79+0,78+2,78+2,78+2,78+2,73+2,73+2,73+2,78+2,66+2,61+2,61+2,61+2,66+2,62+2,52+2,52+2,52+2,62+2
Y. Atal,24,175,66,Algeria,OGC Nice,French Ligue 1,79,85,15500000,32000,"RB, RW",Right,1,5,4,High/Medium,Lean,No,32600000.0,Speedster,RB,20.0,,2018-07-17,2023.0,,,91.0,70.0,72.0,81.0,72.0,72.0,,,,,,,"Injury Prone, Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",75,73,64,75,68,83,69,51,71,80,92,91,80,78,79,70,71,76,68,63,78,74,75,72,59,76,,76,75,11,12,8,9,7,75+2,75+2,75+2,79+0,77+0,77+0,77+0,79+0,77+2,77+2,77+2,79+2,75+2,75+2,75+2,79+2,77+2,75+2,75+2,75+2,77+2,77+2,73+2,73+2,73+2,77+2
A. Miranchuk,24,182,74,Russia,Atalanta,Italian Serie A,79,84,17000000,50000,"CAM, ST",Left,1,2,3,High/Medium,Lean,No,30200000.0,NoTag,SUB,59.0,,2020-09-04,2025.0,SUB,15.0,75.0,70.0,78.0,80.0,31.0,62.0,,,,,,,"Flair, Playmaker (AI), Technical Dribbler (AI)",72,71,57,81,67,81,74,78,77,80,74,76,78,77,78,65,58,75,64,73,43,36,78,82,67,76,,28,29,8,8,9,12,15,72+2,72+2,72+2,77+0,77+0,77+0,77+0,77+0,79+2,79+2,79+2,78+2,74+2,74+2,74+2,78+2,59+2,57+2,57+2,57+2,59+2,54+2,45+2,45+2,45+2,54+2
Munir,24,175,69,Spain,Sevilla FC,Spain Primera Division,79,84,17000000,30000,"ST, RW, LW",Left,2,3,4,High/Low,Lean,Yes,37000000.0,NoTag,SUB,11.0,,2019-01-11,2023.0,,,80.0,78.0,75.0,82.0,35.0,66.0,,,,,,,"Speed Dribbler (AI), Chip Shot (AI)",73,79,77,80,80,82,81,67,62,83,83,77,82,78,80,78,62,73,66,77,58,25,78,76,66,80,,27,25,9,12,6,13,16,79+2,79+2,79+2,79+0,80+0,80+0,80+0,79+0,79+2,79+2,79+2,78+2,71+2,71+2,71+2,78+2,59+2,56+2,56+2,56+2,59+2,55+2,49+2,49+2,49+2,55+2
D. Calvert-Lewin,23,187,71,England,Everton,English Premier League,79,84,17000000,80000,ST,Right,1,3,3,High/Medium,Normal,Yes,33600000.0,NoTag,ST,9.0,,2016-08-31,2025.0,,,83.0,76.0,63.0,75.0,38.0,80.0,,,,,,,"Solid Player, Speed Dribbler (AI), Power Header",65,78,85,70,73,76,64,54,44,76,79,87,72,79,64,79,90,79,81,65,75,34,82,64,77,71,,31,23,12,12,8,7,11,79+2,79+2,79+2,75+0,76+0,76+0,76+0,75+0,73+2,73+2,73+2,74+2,65+2,65+2,65+2,74+2,58+2,55+2,55+2,55+2,58+2,56+2,54+2,54+2,54+2,56+2
L. Pellegrini,24,186,77,Italy,Roma,Italian Serie A,79,84,17000000,49000,"CAM, CM, CDM",Right,2,3,3,Medium/Medium,Normal,Yes,30200000.0,NoTag,LF,7.0,,2017-07-01,2022.0,SUB,11.0,75.0,71.0,81.0,77.0,72.0,69.0,,,,,,,Long Shot Taker (AI),74,67,71,86,69,77,70,69,81,81,75,75,69,76,70,76,67,73,66,74,71,70,75,83,67,80,,74,72,12,7,10,13,11,74+2,74+2,74+2,77+0,77+0,77+0,77+0,77+0,79+2,79+2,79+2,78+2,79+2,79+2,79+2,78+2,75+2,76+2,76+2,76+2,75+2,74+2,72+2,72+2,72+2,74+2
André Silva,24,184,78,Portugal,Eintracht Frankfurt,German 1. Bundesliga,79,84,17000000,32000,ST,Right,2,3,4,Medium/Medium,Normal,Yes,30200000.0,NoTag,LS,33.0,,2020-09-10,2023.0,SUB,9.0,71.0,79.0,64.0,79.0,43.0,75.0,,,,,,,Outside Foot Shot,59,82,78,69,79,80,69,33,59,80,75,67,77,80,73,79,84,76,73,70,75,55,84,71,83,76,,40,35,14,13,7,11,8,79+2,79+2,79+2,76+0,78+0,78+0,78+0,76+0,75+2,75+2,75+2,74+2,71+2,71+2,71+2,74+2,60+2,60+2,60+2,60+2,60+2,58+2,56+2,56+2,56+2,58+2
K. Mbabu,25,184,83,Switzerland,VfL Wolfsburg,German 1. Bundesliga,79,83,14500000,44000,RB,Right,1,3,3,High/Medium,Normal,No,25700000.0,NoTag,SUB,19.0,,2019-07-01,2023.0,RWB,2.0,89.0,51.0,69.0,73.0,74.0,81.0,,,,,,,"Early Crosser, Speed Dribbler (AI)",77,49,67,69,39,72,64,48,65,74,90,89,76,72,73,66,78,91,79,44,74,70,72,68,35,71,,76,80,8,7,7,14,14,67+2,67+2,67+2,71+0,69+0,69+0,69+0,71+0,69+2,69+2,69+2,74+2,70+2,70+2,70+2,74+2,77+2,73+2,73+2,73+2,77+2,77+2,74+2,74+2,74+2,77+2
V. Lazaro,24,180,76,Austria,Borussia Mönchengladbach,German 1. Bundesliga,79,83,16500000,37000,"RM, RWB, RB",Right,1,3,4,High/High,Lean,Yes,,NoTag,SUB,19.0,Inter,,2021.0,RM,22.0,82.0,70.0,76.0,80.0,69.0,67.0,,,,,,,"Flair, Technical Dribbler (AI)",80,69,49,77,72,81,77,69,72,81,84,80,80,76,77,69,56,71,66,70,65,71,76,75,67,77,,70,69,8,13,11,8,8,72+2,72+2,72+2,78+0,76+0,76+0,76+0,78+0,77+2,77+2,77+2,78+2,75+2,75+2,75+2,78+2,75+2,73+2,73+2,73+2,75+2,73+2,68+2,68+2,68+2,73+2
K. Dolberg,22,187,84,Denmark,OGC Nice,French Ligue 1,79,83,16500000,39000,ST,Right,2,4,3,High/Medium,Normal,Yes,32600000.0,NoTag,ST,9.0,,2019-08-29,2024.0,ST,9.0,73.0,81.0,69.0,77.0,29.0,67.0,,,,,,,"Finesse Shot, Flair, Power Header, Outside Foot Shot",50,81,74,79,78,78,73,70,60,79,71,75,72,74,64,86,71,72,79,79,32,21,82,77,78,76,,24,19,7,15,13,9,7,79+2,79+2,79+2,75+0,79+0,79+0,79+0,75+0,77+2,77+2,77+2,74+2,70+2,70+2,70+2,74+2,52+2,52+2,52+2,52+2,52+2,49+2,45+2,45+2,45+2,49+2
L. Dubois,25,178,73,France,Olympique Lyonnais,French Ligue 1,79,82,14000000,57000,RB,Right,1,4,3,Medium/Medium,Lean,Yes,27700000.0,NoTag,RWB,14.0,,2018-07-01,2024.0,RB,2.0,72.0,61.0,75.0,75.0,76.0,73.0,,,,,,,Long Throw-in,82,53,60,78,73,74,76,56,75,77,70,74,71,78,72,72,71,79,71,64,70,78,70,66,46,78,,78,81,13,8,8,9,16,68+2,68+2,68+2,72+0,71+0,71+0,71+0,72+0,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,78+2,77+2,77+2,77+2,78+2,77+2,75+2,75+2,75+2,77+2
E. Ávila,26,172,81,Argentina,CA Osasuna,Spain Primera Division,79,82,16000000,40000,"ST, RM",Left,1,5,3,High/High,Stocky,Yes,34800000.0,NoTag,LS,9.0,,2019-07-01,2023.0,,,82.0,81.0,65.0,78.0,48.0,83.0,,,,,,,"Injury Prone, Long Shot Taker (AI)",59,82,74,71,79,79,58,57,62,77,79,84,74,78,86,85,74,78,84,76,87,38,77,68,72,72,,46,41,11,6,6,10,14,79+2,79+2,79+2,76+0,77+0,77+0,77+0,76+0,75+2,75+2,75+2,74+2,70+2,70+2,70+2,74+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,60+2
A. Rebić,26,185,78,Croatia,Milan,Italian Serie A,79,80,15000000,48000,"ST, CAM",Right,1,4,4,High/Medium,Normal,Yes,26600000.0,NoTag,LM,12.0,,2020-09-12,2025.0,,,88.0,80.0,70.0,79.0,39.0,80.0,,,,,,,Technical Dribbler (AI),74,80,70,72,82,80,76,66,57,81,84,91,74,76,68,85,65,78,81,79,84,29,77,70,63,75,,50,25,13,15,12,13,14,79+1,79+1,79+1,78+0,79+0,79+0,79+0,78+0,76+2,76+2,76+2,77+2,70+2,70+2,70+2,77+2,61+2,58+2,58+2,58+2,61+2,58+2,54+2,54+2,54+2,58+2
Borja Iglesias,27,187,86,Spain,Real Betis,Spain Primera Division,79,80,14500000,31000,ST,Right,1,3,3,High/Medium,Lean,No,31500000.0,Strength,ST,9.0,,2019-08-14,2024.0,,,66.0,78.0,64.0,73.0,35.0,80.0,,,,,,,"Finesse Shot, Flair, Outside Foot Shot",50,79,80,72,71,73,51,36,65,77,63,69,61,78,72,80,70,72,91,73,66,30,82,71,78,80,,31,18,14,12,16,13,16,78+2,78+2,78+2,72+0,75+0,75+0,75+0,72+0,74+2,74+2,74+2,71+2,69+2,69+2,69+2,71+2,53+2,56+2,56+2,56+2,53+2,50+2,51+2,51+2,51+2,50+2
R. Malinovskyi,27,181,79,Ukraine,Atalanta,Italian Serie A,79,80,14000000,58000,"CM, CF",Left,1,4,4,High/High,Stocky,No,24900000.0,"DistanceShooter,FKSpecialist",SUB,18.0,,2019-07-16,2024.0,,,70.0,79.0,81.0,78.0,66.0,79.0,,,,,,,"Power Free-Kick, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",79,73,75,82,70,81,85,88,81,82,68,71,62,74,65,90,71,81,79,87,78,66,70,79,83,75,,72,50,6,6,12,15,13,77+2,77+2,77+2,77+0,78+0,78+0,78+0,77+0,78+2,78+2,78+2,78+2,79+1,79+1,79+1,78+2,72+2,74+2,74+2,74+2,72+2,70+2,70+2,70+2,70+2,70+2
D. Rose,29,174,76,England,Tottenham Hotspur,English Premier League,79,79,10500000,85000,"LB, LWB",Left,3,3,3,Medium/High,Normal,Yes,20000000.0,NoTag,RES,26.0,,2007-07-01,2021.0,,,75.0,61.0,72.0,76.0,77.0,72.0,,,,,,,Speed Dribbler (AI),77,57,64,75,60,76,66,57,66,79,76,74,69,79,78,68,77,68,68,62,87,77,65,72,57,75,,79,81,10,11,8,13,13,68+3,68+3,68+3,73+0,71+0,71+0,71+0,73+0,72+3,72+3,72+3,73+3,73+3,73+3,73+3,73+3,77+2,76+3,76+3,76+3,77+2,77+2,76+3,76+3,76+3,77+2
K. Gameiro,33,172,70,France,Valencia CF,Spain Primera Division,79,79,8000000,43000,ST,Right,3,4,3,Medium/Medium,Normal,Yes,16800000.0,NoTag,RS,9.0,,2018-08-13,2021.0,,,86.0,79.0,74.0,75.0,43.0,67.0,,,,,,,Outside Foot Shot,69,80,67,79,78,74,74,70,69,76,85,87,79,79,75,82,83,69,64,73,66,38,83,75,81,80,,33,39,6,10,8,8,6,78+1,78+1,78+1,78+0,79+0,79+0,79+0,78+0,78+1,78+1,78+1,77+2,71+3,71+3,71+3,77+2,62+3,60+3,60+3,60+3,62+3,60+3,54+3,54+3,54+3,60+3
Ángel,33,172,68,Spain,Getafe CF,Spain Primera Division,79,79,8000000,36000,ST,Right,1,3,3,High/Medium,Lean,No,16800000.0,NoTag,SUB,9.0,,2017-07-06,2021.0,,,73.0,82.0,62.0,79.0,34.0,67.0,,,,,,,Finesse Shot,56,85,73,72,80,77,62,50,49,83,72,73,73,81,77,80,75,59,68,79,72,26,85,62,69,70,,23,20,6,13,8,14,11,79+0,79+0,79+0,76+0,78+0,78+0,78+0,76+0,75+2,75+2,75+2,73+2,66+2,66+2,66+2,73+2,53+2,52+2,52+2,52+2,53+2,51+2,49+2,49+2,49+2,51+2
O. Giroud,33,193,91,France,Chelsea,English Premier League,79,79,8000000,96000,ST,Left,3,3,3,Medium/Medium,Normal,Yes,15200000.0,"AerialThreat,Strength",SUB,18.0,,2018-01-31,2021.0,ST,9.0,39.0,79.0,70.0,71.0,42.0,77.0,,,,,,,"Flair, Outside Foot Shot, Team Player",64,82,90,75,81,69,70,65,58,81,40,39,54,81,53,84,82,54,88,66,76,42,82,77,83,79,,37,20,12,15,11,6,5,78+1,78+1,78+1,70+0,74+0,74+0,74+0,70+0,73+3,73+3,73+3,69+3,69+3,69+3,69+3,69+3,53+3,58+3,58+3,58+3,53+3,51+3,56+3,56+3,56+3,51+3
D. Perotti,31,179,70,Argentina,Roma,Italian Serie A,79,79,11000000,56000,"LM, LW",Right,3,4,4,Medium/Medium,Normal,Yes,18700000.0,Dribbler,SUB,8.0,,2016-01-01,2021.0,,,74.0,71.0,77.0,85.0,42.0,54.0,,,,,,,"Injury Prone, Finesse Shot, Flair, Technical Dribbler (AI)",79,67,57,80,60,87,72,64,69,87,76,73,79,76,78,77,60,58,52,74,51,36,74,80,88,80,,31,22,5,8,14,6,8,73+3,73+3,73+3,79+0,78+0,78+0,78+0,79+0,79+0,79+0,79+0,78+1,73+3,73+3,73+3,78+1,61+3,59+3,59+3,59+3,61+3,56+3,49+3,49+3,49+3,56+3
F. Caputo,32,181,74,Italy,Sassuolo,Italian Serie A,79,79,10000000,42000,ST,Right,1,4,3,High/Low,Lean,No,17000000.0,NoTag,ST,9.0,,2019-07-13,2022.0,,,83.0,79.0,61.0,78.0,30.0,66.0,,,,,,,Finesse Shot,50,82,75,68,80,77,58,54,58,76,82,83,83,82,78,77,84,67,71,71,50,14,84,65,77,72,,20,15,14,7,10,11,11,79+0,79+0,79+0,75+0,77+0,77+0,77+0,75+0,75+2,75+2,75+2,73+2,65+2,65+2,65+2,73+2,51+2,49+2,49+2,49+2,51+2,49+2,45+2,45+2,45+2,49+2
A. Delort,28,181,83,Algeria,Montpellier HSC,French Ligue 1,79,79,13000000,43000,ST,Right,2,3,3,High/High,Stocky,No,26000000.0,NoTag,LS,9.0,,2019-06-12,2023.0,,,84.0,80.0,70.0,75.0,33.0,81.0,,,,,,,"Power Free-Kick, Long Shot Taker (AI), Outside Foot Shot",71,80,76,74,77,76,41,71,63,74,80,87,71,73,74,89,81,78,84,74,79,23,79,72,75,73,,29,24,10,14,10,8,11,79+0,79+0,79+0,76+0,77+0,77+0,77+0,76+0,75+2,75+2,75+2,75+2,68+2,68+2,68+2,75+2,57+2,55+2,55+2,55+2,57+2,54+2,51+2,51+2,51+2,54+2
L. Muriel,29,179,79,Colombia,Atalanta,Italian Serie A,79,79,12500000,65000,ST,Right,2,4,4,High/Medium,Normal,Yes,21300000.0,NoTag,SUB,9.0,,2019-07-01,2024.0,SUB,19.0,88.0,79.0,69.0,84.0,27.0,66.0,,,,,,,"Flair, Speed Dribbler (AI)",62,81,65,75,75,85,77,60,55,83,86,90,85,80,80,80,60,68,72,74,50,16,81,76,78,75,,24,22,8,10,10,14,6,79+0,79+0,79+0,80+,81+,81+,81+,80+,79+0,79+0,79+0,78+1,69+2,69+2,69+2,78+1,55+2,51+2,51+2,51+2,55+2,51+2,44+2,44+2,44+2,51+2
João Pedro,28,184,73,Brazil,Cagliari,Italian Serie A,79,79,13000000,44000,"CF, CAM",Right,1,4,4,High/Medium,Lean,No,23400000.0,NoTag,LW,10.0,,2014-09-01,2023.0,,,72.0,78.0,75.0,79.0,40.0,66.0,,,,,,,"Finesse Shot, Outside Foot Shot",69,82,66,78,72,79,70,72,74,82,74,71,72,83,61,77,77,75,57,73,76,42,81,78,74,78,,44,28,14,16,7,11,12,77+2,77+2,77+2,78+0,79+0,79+0,79+0,78+0,79+0,79+0,79+0,78+1,75+2,75+2,75+2,78+1,61+2,61+2,61+2,61+2,61+2,58+2,53+2,53+2,53+2,58+2
Lucas Pérez,31,180,73,Spain,Deportivo Alavés,Spain Primera Division,79,79,11500000,32000,ST,Left,2,4,4,Medium/Low,Normal,Yes,24200000.0,NoTag,LS,7.0,,2019-07-01,2022.0,,,77.0,82.0,75.0,78.0,32.0,69.0,,,,,,,Injury Prone,74,85,68,75,79,78,82,77,69,79,76,78,72,80,72,82,65,69,70,78,67,38,81,78,82,76,,24,26,14,8,8,10,10,79+0,79+0,79+0,78+0,79+0,79+0,79+0,78+0,78+1,78+1,78+1,77+2,72+2,72+2,72+2,77+2,58+2,56+2,56+2,56+2,58+2,54+2,48+2,48+2,48+2,54+2
Ibai Gómez,30,177,72,Spain,Athletic Club de Bilbao,Spain Primera Division,79,79,12000000,31000,"RW, LW",Right,1,4,4,Medium/Medium,Normal,Yes,25200000.0,NoTag,SUB,7.0,,2019-01-10,2022.0,,,75.0,78.0,80.0,79.0,59.0,68.0,,,,,,,"Power Free-Kick, Flair, Long Shot Taker (AI), Outside Foot Shot",83,77,47,79,75,80,85,81,78,80,76,75,76,77,77,83,65,70,69,80,63,45,75,80,65,77,,61,55,14,8,13,7,11,74+2,74+2,74+2,79+0,78+0,78+0,78+0,79+0,78+1,78+1,78+1,78+1,76+2,76+2,76+2,78+1,70+2,69+2,69+2,69+2,70+2,67+2,62+2,62+2,62+2,67+2
K. Lala,28,178,78,France,RC Strasbourg Alsace,French Ligue 1,79,79,11000000,34000,"RWB, RB, LB",Right,1,3,3,High/Medium,Normal,No,22000000.0,NoTag,RB,10.0,,2017-06-12,2021.0,,,79.0,63.0,76.0,76.0,73.0,76.0,,,,,,,"Long Throw-in, Flair, Long Passer (AI), Speed Dribbler (AI)",82,61,64,75,44,78,76,72,75,77,79,79,67,77,70,72,71,83,71,54,79,77,77,71,80,70,,73,72,14,6,7,6,15,71+2,71+2,71+2,75+0,73+0,73+0,73+0,75+0,73+2,73+2,73+2,77+2,75+2,75+2,75+2,77+2,77+2,76+2,76+2,76+2,77+2,76+2,73+2,73+2,73+2,76+2
H. Çalhanoğlu,26,178,76,Turkey,Milan,Italian Serie A,79,79,13500000,48000,"LW, CM",Right,3,4,4,Medium/Medium,Lean,Yes,23000000.0,"DistanceShooter,FKSpecialist",CAM,10.0,,2017-07-03,2021.0,CAM,10.0,65.0,75.0,82.0,84.0,59.0,57.0,,,,,,,"Flair, Long Shot Taker (AI), Outside Foot Shot",81,65,53,83,77,85,92,86,80,86,69,62,76,78,77,86,45,71,51,88,57,61,75,80,71,78,,56,56,9,14,11,6,10,73+3,73+3,73+3,78+0,78+0,78+0,78+0,78+0,80+,80+,80+,78+1,79+0,79+0,79+0,78+1,70+3,70+3,70+3,70+3,70+3,67+3,60+3,60+3,60+3,67+3
M. Dabbur,28,182,76,Israel,TSG 1899 Hoffenheim,German 1. Bundesliga,79,79,13000000,46000,ST,Right,2,4,4,Medium/Low,Normal,No,22100000.0,NoTag,SUB,10.0,,2020-01-07,2024.0,,,70.0,78.0,66.0,79.0,32.0,69.0,,,,,,,"Flair, Chip Shot (AI), Technical Dribbler (AI)",50,83,80,73,74,78,74,66,63,81,74,66,77,80,73,76,90,75,75,69,39,19,85,69,74,78,,37,27,13,12,10,15,11,79+0,79+0,79+0,75+0,78+0,78+0,78+0,75+0,76+2,76+2,76+2,74+2,70+2,70+2,70+2,74+2,53+2,53+2,53+2,53+2,53+2,51+2,48+2,48+2,48+2,51+2
Rubén García,26,171,71,Spain,CA Osasuna,Spain Primera Division,79,79,13500000,37000,"LM, ST, CAM",Left,1,2,4,High/Medium,Normal,No,28400000.0,NoTag,LM,14.0,,2018-08-20,2023.0,,,78.0,76.0,79.0,80.0,38.0,57.0,,,,,,,"Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",78,78,56,80,59,79,74,78,79,80,85,73,81,73,86,76,65,69,49,78,58,33,74,78,69,67,,40,35,9,14,13,14,10,73+2,73+2,73+2,78+0,77+0,77+0,77+0,78+0,78+1,78+1,78+1,78+1,73+2,73+2,73+2,78+1,61+2,59+2,59+2,59+2,61+2,57+2,48+2,48+2,48+2,57+2
D. Benedetto,30,177,80,Argentina,Olympique de Marseille,French Ligue 1,79,79,12000000,48000,ST,Right,2,5,3,High/Low,Normal,Yes,22800000.0,NoTag,ST,9.0,,2019-08-05,2023.0,,,77.0,80.0,67.0,75.0,38.0,75.0,,,,,,,"Finesse Shot, Long Shot Taker (AI), Outside Foot Shot",55,81,78,72,73,75,69,60,69,78,75,78,72,76,71,84,90,72,77,78,70,35,84,71,75,81,,25,25,10,14,12,8,11,79+0,79+0,79+0,75+0,78+0,78+0,78+0,75+0,76+2,76+2,76+2,74+2,70+2,70+2,70+2,74+2,56+2,57+2,57+2,57+2,56+2,54+2,53+2,53+2,53+2,54+2
Ayoze Pérez,26,178,72,Spain,Leicester City,English Premier League,79,79,13500000,90000,"RW, RM",Right,1,4,4,High/High,Lean,Yes,25700000.0,NoTag,RW,17.0,,2019-07-04,2023.0,,,78.0,75.0,71.0,82.0,58.0,66.0,,,,,,,"Finesse Shot, Flair",70,79,75,77,77,83,78,60,51,80,79,78,83,82,79,72,73,79,55,69,74,49,82,76,73,77,,61,42,12,12,11,14,8,77+2,77+2,77+2,79+0,79+0,79+0,79+0,79+0,78+1,78+1,78+1,77+2,73+2,73+2,73+2,77+2,68+2,65+2,65+2,65+2,68+2,66+2,62+2,62+2,62+2,66+2
Morales,32,180,70,Spain,Levante UD,Spain Primera Division,79,79,10000000,32000,"ST, LM, RM",Right,2,4,4,High/Medium,Lean,Yes,21000000.0,Dribbler,LS,11.0,,2011-06-01,2021.0,,,86.0,78.0,75.0,84.0,58.0,68.0,,,,,,,"Finesse Shot, Speed Dribbler (AI), Outside Foot Shot, Team Player",77,78,64,77,79,86,82,68,68,83,86,86,77,78,80,78,60,78,67,77,58,58,84,75,76,84,,54,45,14,13,13,16,8,79+0,79+0,79+0,81+,81+,81+,81+,81+,80+,80+,80+,80+,76+2,76+2,76+2,80+,70+2,67+2,67+2,67+2,70+2,68+2,62+2,62+2,62+2,68+2
H. Traoré,28,175,71,Mali,Stade Rennais FC,French Ligue 1,79,79,11000000,49000,"RB, RWB",Right,1,3,3,High/Medium,Normal,No,20900000.0,NoTag,RB,27.0,,2017-07-01,2023.0,,,82.0,54.0,72.0,76.0,73.0,76.0,,,,,,,"Long Throw-in, Long Shot Taker (AI), Speed Dribbler (AI)",79,48,71,76,32,76,71,38,73,76,82,82,74,74,80,68,91,89,69,58,75,72,71,66,47,71,,77,75,10,14,9,7,16,68+2,68+2,68+2,72+0,71+0,71+0,71+0,72+0,71+2,71+2,71+2,75+2,73+2,73+2,73+2,75+2,77+2,75+2,75+2,75+2,77+2,77+2,74+2,74+2,74+2,77+2
Mata,31,185,79,Spain,Getafe CF,Spain Primera Division,79,79,11500000,36000,ST,Right,1,3,3,High/Medium,Normal,No,24200000.0,NoTag,LS,7.0,,2018-07-02,2021.0,,,69.0,80.0,61.0,76.0,31.0,76.0,,,,,,,Solid Player,63,84,75,65,73,79,55,48,51,79,67,71,64,84,46,79,73,71,78,71,80,19,85,66,76,76,,28,29,12,8,10,6,12,79+0,79+0,79+0,75+0,77+0,77+0,77+0,75+0,73+2,73+2,73+2,73+2,66+2,66+2,66+2,73+2,54+2,52+2,52+2,52+2,54+2,51+2,49+2,49+2,49+2,51+2
Trincão,20,183,77,Portugal,FC Barcelona,Spain Primera Division,78,91,20000000,105000,"RW, LW, CAM",Left,1,3,4,Medium/Medium,Lean,No,53500000.0,NoTag,SUB,14.0,,2020-08-04,2025.0,,,79.0,73.0,71.0,83.0,37.0,69.0,,,,,,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",69,73,66,71,66,85,84,56,67,83,81,78,83,79,67,74,63,77,71,74,53,32,74,75,67,84,,34,32,5,9,6,15,7,75+2,75+2,75+2,78+0,77+0,77+0,77+0,78+0,77+2,77+2,77+2,77+2,71+2,71+2,71+2,77+2,60+2,57+2,57+2,57+2,60+2,56+2,50+2,50+2,50+2,56+2
Emerson,21,181,79,Brazil,Real Betis,Spain Primera Division,78,88,15000000,17000,"RB, RM, RWB",Right,1,3,3,High/Medium,Lean,No,34500000.0,NoTag,RB,22.0,,2019-07-02,2021.0,,,80.0,62.0,70.0,73.0,74.0,76.0,,,,,,,"Long Shot Taker (AI), Speed Dribbler (AI)",75,57,68,77,44,72,73,47,65,73,79,80,74,75,69,77,78,79,74,62,79,72,71,61,48,65,,78,79,11,13,9,10,13,70+2,70+2,70+2,71+0,71+0,71+0,71+0,71+0,70+2,70+2,70+2,72+2,71+2,71+2,71+2,72+2,76+2,74+2,74+2,74+2,76+2,76+2,75+2,75+2,75+2,76+2
