short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
O. Baumann,30,187,82,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,82,82,15000000,37000,GK,Right,2,1,1,Medium/Medium,Normal,Yes,25500000.0,NoTag,GK,1.0,,2014-07-01,2023.0,,,,,,,,,81.0,80.0,79.0,82.0,49.0,79.0,"Leadership,SaveswithFeet",14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,52,,18,14,81,80,79,79,82,30+2,30+2,30+2,28+0,30+0,30+0,30+0,28+0,29+2,29+2,29+2,29+2,30+2,30+2,30+2,29+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2
Neto,30,190,84,Brazil,FC Barcelona,Spain Primera Division,82,82,15000000,125000,GK,Right,2,2,1,Medium/Medium,Lean,Yes,30800000.0,NoTag,SUB,13.0,,2019-07-09,2023.0,,,,,,,,,84.0,79.0,78.0,80.0,54.0,79.0,NoTag,11,15,14,36,12,19,12,13,41,24,56,52,59,78,49,59,83,41,63,20,40,15,11,42,22,64,,14,15,84,79,78,79,80,32+2,32+2,32+2,31+0,32+0,32+0,32+0,31+0,33+2,33+2,33+2,32+2,34+2,34+2,34+2,32+2,29+2,32+2,32+2,32+2,29+2,29+2,29+2,29+2,29+2,29+2
T. Vaclík,31,188,85,Czech Republic,Sevilla FC,Spain Primera Division,82,82,14000000,29000,GK,Right,1,3,1,Medium/Medium,Normal,No,29400000.0,NoTag,GK,1.0,,2018-07-04,2021.0,GK,1.0,,,,,,,82.0,76.0,76.0,85.0,37.0,81.0,"TeamPlayer,RushesOutOfGoal,ComesForCrosses",15,14,19,17,13,14,17,16,38,20,36,37,36,79,56,57,73,38,73,16,29,23,15,68,13,60,,18,18,82,76,76,81,85,30+2,30+2,30+2,27+0,30+0,30+0,30+0,27+0,31+2,31+2,31+2,29+2,33+2,33+2,33+2,29+2,27+2,31+2,31+2,31+2,27+2,27+2,30+2,30+2,30+2,27+2
A. Cragno,26,184,78,Italy,Cagliari,Italian Serie A,81,85,16500000,32000,GK,Right,1,3,1,Medium/Medium,Lean,No,30900000.0,NoTag,GK,28.0,,2014-07-12,2024.0,SUB,12.0,,,,,,,84.0,78.0,69.0,88.0,39.0,76.0,SaveswithFeet,15,12,12,26,13,13,11,12,25,21,41,37,37,71,43,52,74,43,55,17,33,19,15,42,31,59,,11,12,84,78,69,76,88,28+2,28+2,28+2,26+0,28+0,28+0,28+0,26+0,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,26+2,26+2,26+2,26+2
J. Pickford,26,185,77,England,Everton,English Premier League,81,84,16000000,70000,GK,Left,1,5,1,Medium/Medium,Normal,Yes,31600000.0,NoTag,GK,1.0,,2017-06-15,2024.0,GK,1.0,,,,,,,81.0,77.0,87.0,85.0,48.0,77.0,"SolidPlayer,LongPasser(AI),RushesOutOfGoal,SaveswithFeet",17,19,15,55,20,14,18,16,56,40,53,44,55,80,55,65,77,45,70,13,42,24,18,68,45,64,,20,12,81,77,87,77,85,37+2,37+2,37+2,36+0,39+0,39+0,39+0,36+0,43+2,43+2,43+2,39+2,45+2,45+2,45+2,39+2,34+2,41+2,41+2,41+2,34+2,33+2,34+2,34+2,34+2,33+2
W. Benítez,27,191,93,Argentina,OGC Nice,French Ligue 1,81,84,15500000,35000,GK,Right,1,2,1,Medium/Medium,Stocky,No,30600000.0,NoTag,GK,40.0,,2016-07-01,2023.0,,,,,,,,,80.0,79.0,77.0,83.0,48.0,80.0,NoTag,12,14,13,26,13,15,19,17,27,14,48,48,48,75,45,58,62,42,80,14,28,21,18,46,25,62,,20,17,80,79,77,80,83,31+2,31+2,31+2,27+0,29+0,29+0,29+0,27+0,29+2,29+2,29+2,29+2,29+2,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,28+2,30+2,30+2,30+2,28+2
M. Dmitrović,28,194,94,Serbia,SD Eibar,Spain Primera Division,81,82,15000000,30000,GK,Left,1,2,1,Medium/Medium,Normal,Yes,32600000.0,NoTag,GK,1.0,,2017-07-01,2021.0,,,,,,,,,78.0,80.0,79.0,82.0,37.0,81.0,"GKLongThrow,TeamPlayer",30,20,20,40,20,8,20,9,40,9,39,35,32,76,37,59,50,45,79,17,20,17,9,45,9,59,,22,20,78,80,79,81,82,30+2,30+2,30+2,26+0,28+0,28+0,28+0,26+0,29+2,29+2,29+2,29+2,32+2,32+2,32+2,29+2,30+2,32+2,32+2,32+2,30+2,30+2,30+2,30+2,30+2,30+2
A. Consigli,33,189,82,Italy,Sassuolo,Italian Serie A,81,81,9500000,32000,GK,Right,2,3,1,Medium/Medium,Lean,No,16200000.0,NoTag,GK,47.0,,2014-09-01,2022.0,,,,,,,,,81.0,82.0,72.0,83.0,40.0,80.0,NoTag,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,54,80,31,51,19,11,15,10,46,21,63,,17,19,81,82,72,80,83,27+2,27+2,27+2,26+0,28+0,28+0,28+0,26+0,30+2,30+2,30+2,27+2,30+2,30+2,30+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,24+2,24+2,24+2,25+2
L. Fabiański,35,190,83,Poland,West Ham United,English Premier League,81,81,4800000,26000,GK,Right,2,2,1,Medium/Medium,Normal,Yes,9100000.0,NoTag,GK,1.0,,2018-06-20,2021.0,SUB,22.0,,,,,,,80.0,82.0,70.0,82.0,48.0,81.0,"GKLongThrow,ComesForCrosses",14,13,11,20,17,14,18,12,32,22,50,47,53,75,44,53,69,25,65,20,43,16,15,52,22,63,,12,13,80,82,70,81,82,29+2,29+2,29+2,28+0,30+0,30+0,30+0,28+0,30+2,30+2,30+2,29+2,29+2,29+2,29+2,29+2,25+2,27+2,27+2,27+2,25+2,25+2,27+2,27+2,27+2,25+2
S. Ruffier,33,188,93,France,AS Saint-Étienne,French Ligue 1,81,81,9500000,32000,GK,Right,3,3,1,Medium/Medium,Stocky,No,19000000.0,NoTag,RES,16.0,,2011-07-11,2021.0,,,,,,,,,80.0,81.0,74.0,81.0,48.0,82.0,SaveswithFeet,11,11,12,33,13,12,17,12,34,15,45,50,51,78,55,56,72,37,76,11,31,25,12,49,25,66,,12,11,80,81,74,82,81,29+3,29+3,29+3,27+0,29+0,29+0,29+0,27+0,30+3,30+3,30+3,29+3,31+3,31+3,31+3,29+3,27+3,30+3,30+3,30+3,27+3,27+3,28+3,28+3,28+3,27+3
Jordi Masip,31,180,76,Spain,Real Valladolid CF,Spain Primera Division,81,81,11500000,21000,GK,Right,1,4,1,Medium/Medium,Lean,Yes,24200000.0,NoTag,GK,1.0,,2017-07-17,2022.0,,,,,,,,,82.0,82.0,72.0,84.0,65.0,77.0,"CautiousWithCrosses,SaveswithFeet",20,12,13,42,19,17,21,20,38,25,65,65,70,77,67,54,85,41,54,13,21,16,11,62,12,65,,14,13,82,82,72,77,84,32+2,32+2,32+2,34+0,35+0,35+0,35+0,34+0,37+2,37+2,37+2,36+2,36+2,36+2,36+2,36+2,32+2,32+2,32+2,32+2,32+2,31+2,28+2,28+2,28+2,31+2
J. Cillessen,31,185,83,Netherlands,Valencia CF,Spain Primera Division,81,81,11500000,33000,GK,Right,3,3,1,Medium/Medium,Lean,No,24200000.0,NoTag,GK,13.0,,2019-07-01,2023.0,GK,1.0,,,,,,,81.0,80.0,77.0,79.0,53.0,80.0,ComesForCrosses,17,10,12,50,19,12,10,10,35,32,56,50,48,79,50,58,71,40,67,15,25,25,11,60,21,61,,12,11,81,80,77,80,79,32+3,32+3,32+3,33+0,34+0,34+0,34+0,33+0,37+3,37+3,37+3,35+3,38+3,38+3,38+3,35+3,32+3,35+3,35+3,35+3,32+3,31+3,29+3,29+3,29+3,31+3
D. Henderson,23,190,85,England,Manchester United,English Premier League,80,87,16000000,70000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,33600000.0,NoTag,RES,26.0,,2016-07-01,2025.0,SUB,22.0,,,,,,,80.0,80.0,70.0,83.0,49.0,77.0,SaveswithFeet,14,9,13,32,5,13,13,10,40,32,51,48,61,79,56,53,63,34,60,6,21,11,8,33,16,56,,14,14,80,80,70,77,83,29+2,29+2,29+2,28+0,29+0,29+0,29+0,28+0,30+2,30+2,30+2,30+2,31+2,31+2,31+2,30+2,28+2,29+2,29+2,29+2,28+2,27+2,26+2,26+2,26+2,27+2
Unai Simón,23,190,89,Spain,Athletic Club de Bilbao,Spain Primera Division,80,86,15500000,18000,GK,Right,1,2,1,Medium/Medium,Normal,No,35700000.0,NoTag,GK,1.0,,2015-08-25,2025.0,SUB,23.0,,,,,,,81.0,77.0,68.0,80.0,47.0,83.0,ComesForCrosses,16,14,18,29,17,12,20,14,21,16,46,48,32,70,47,51,60,45,76,13,27,26,14,31,24,48,,18,12,81,77,68,83,80,30+2,30+2,30+2,25+0,27+0,27+0,27+0,25+0,26+2,26+2,26+2,27+2,27+2,27+2,27+2,27+2,28+2,28+2,28+2,28+2,28+2,28+2,29+2,29+2,29+2,28+2
Álex Remiro,25,191,83,Spain,Real Sociedad,Spain Primera Division,80,84,14000000,25000,GK,Right,1,4,1,Medium/Medium,Lean,No,30500000.0,NoTag,GK,1.0,,2019-07-01,2023.0,,,,,,,,,83.0,72.0,78.0,81.0,43.0,81.0,GKLongThrow,12,13,13,34,15,19,14,17,29,23,40,46,69,73,40,59,66,42,73,11,34,20,11,35,24,55,,17,18,83,72,78,81,81,30+2,30+2,30+2,28+0,29+0,29+0,29+0,28+0,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,29+2,31+2,31+2,31+2,29+2,28+2,29+2,29+2,29+2,28+2
J. Musso,26,191,93,Argentina,Udinese,Italian Serie A,80,83,13500000,17000,GK,Right,1,3,1,Medium/Medium,Normal,No,25300000.0,NoTag,GK,1.0,,2018-07-13,2023.0,SUB,12.0,,,,,,,82.0,77.0,74.0,84.0,44.0,80.0,NoTag,20,18,15,31,15,16,16,12,24,20,46,42,32,68,39,56,51,35,70,14,27,18,19,48,25,67,,14,16,82,77,74,80,84,31+2,31+2,31+2,28+0,31+0,31+0,31+0,28+0,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,27+2,28+2,28+2,28+2,27+2,26+2,27+2,27+2,27+2,26+2
M. Ryan,28,184,82,Australia,Brighton & Hove Albion,English Premier League,80,82,13000000,53000,GK,Right,1,4,1,Medium/Medium,Normal,Yes,25700000.0,NoTag,GK,1.0,,2017-07-01,2022.0,GK,1.0,,,,,,,81.0,75.0,82.0,82.0,52.0,78.0,"GKLongThrow,RushesOutOfGoal",23,11,14,40,15,13,23,12,45,24,53,52,53,74,50,62,78,34,65,18,36,23,10,68,25,64,,20,17,81,75,82,78,82,31+2,31+2,31+2,32+0,33+0,33+0,33+0,32+0,36+2,36+2,36+2,34+2,37+2,37+2,37+2,34+2,31+2,34+2,34+2,34+2,31+2,30+2,30+2,30+2,30+2,30+2
B. Lecomte,29,187,78,France,AS Monaco,French Ligue 1,80,81,12000000,46000,GK,Left,2,3,1,Medium/Medium,Normal,No,23700000.0,NoTag,GK,40.0,,2019-07-15,2024.0,,,,,,,,,80.0,78.0,77.0,81.0,42.0,80.0,SaveswithFeet,13,11,10,17,10,11,20,19,21,23,44,40,36,78,25,58,62,34,55,10,23,24,10,41,20,63,,11,12,80,78,77,80,81,27+2,27+2,27+2,25+0,27+0,27+0,27+0,25+0,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,25+2,25+2,25+2,25+2,25+2
S. Romero,33,192,86,Argentina,Manchester United,English Premier League,80,80,8000000,85000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,15200000.0,NoTag,SUB,22.0,,2015-07-27,2021.0,,,,,,,,,78.0,76.0,81.0,83.0,45.0,79.0,"GKLongThrow,RushesOutOfGoal,ComesForCrosses",11,14,12,45,17,12,12,13,48,40,47,44,55,81,44,61,63,35,75,11,33,21,11,55,16,62,,11,15,78,76,81,79,83,33+3,33+3,33+3,32+0,35+0,35+0,35+0,32+0,37+3,37+3,37+3,34+3,39+3,39+3,39+3,34+3,30+3,36+3,36+3,36+3,30+3,29+3,30+3,30+3,30+3,29+3
Guaita,33,190,80,Spain,Crystal Palace,English Premier League,80,80,8000000,48000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,15200000.0,NoTag,GK,31.0,,2018-07-01,2021.0,,,,,,,,,81.0,80.0,77.0,82.0,52.0,78.0,"GKLongThrow,RushesOutOfGoal",35,11,20,39,13,16,32,20,33,24,51,52,63,74,48,58,68,41,62,15,24,27,13,52,29,62,,15,17,81,80,77,78,82,31+2,31+2,31+2,32+0,32+0,32+0,32+0,32+0,34+2,34+2,34+2,34+2,34+2,34+2,34+2,34+2,34+2,33+2,33+2,33+2,34+2,33+2,31+2,31+2,31+2,33+2
P. Rajković,24,191,85,Serbia,Stade de Reims,French Ligue 1,79,84,12500000,20000,GK,Right,1,2,1,Medium/Medium,Normal,No,25900000.0,NoTag,GK,1.0,,2019-06-21,2023.0,,,,,,,,,78.0,77.0,74.0,81.0,23.0,79.0,NoTag,13,9,13,26,8,8,14,10,25,18,30,18,32,75,29,56,35,26,66,10,25,10,4,42,20,32,,10,10,78,77,74,79,81,25+2,25+2,25+2,21+0,24+0,24+0,24+0,21+0,24+2,24+2,24+2,22+2,26+2,26+2,26+2,22+2,21+2,24+2,24+2,24+2,21+2,20+2,22+2,22+2,22+2,20+2
Rui Silva,26,191,91,Portugal,Granada CF,Spain Primera Division,79,83,12000000,23000,GK,Right,1,3,1,Medium/Medium,Normal,No,26100000.0,NoTag,GK,1.0,,2017-01-27,2021.0,SUB,12.0,,,,,,,78.0,74.0,75.0,84.0,30.0,80.0,SaveswithFeet,13,20,14,25,20,18,19,20,26,24,31,30,34,71,24,56,62,27,66,14,19,27,20,50,30,49,,10,19,78,74,75,80,84,31+2,31+2,31+2,27+0,30+0,30+0,30+0,27+0,30+2,30+2,30+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,28+2,28+2,28+2,26+2
P. Gollini,25,194,94,Italy,Atalanta,Italian Serie A,79,83,12000000,40000,GK,Right,1,2,1,Medium/Medium,Lean,No,21300000.0,NoTag,GK,95.0,,2018-07-02,2023.0,,,,,,,,,81.0,75.0,69.0,81.0,47.0,79.0,ComesForCrosses,17,14,19,31,20,18,13,15,25,24,46,48,56,77,52,52,52,40,68,17,19,18,12,30,21,63,,12,19,81,75,69,79,81,31+2,31+2,31+2,29+0,30+0,30+0,30+0,29+0,29+2,29+2,29+2,30+2,29+2,29+2,29+2,30+2,29+2,29+2,29+2,29+2,29+2,29+2,28+2,28+2,28+2,29+2
M. Sels,28,190,88,Belgium,RC Strasbourg Alsace,French Ligue 1,79,81,11000000,28000,GK,Right,1,2,1,Medium/Medium,Normal,No,22800000.0,NoTag,RES,1.0,,2018-07-26,2024.0,,,,,,,,,81.0,76.0,76.0,80.0,36.0,79.0,NoTag,16,16,14,38,19,19,17,17,32,33,37,35,36,75,34,57,70,30,67,18,29,17,18,49,22,62,,15,14,81,76,76,79,80,32+2,32+2,32+2,30+0,33+0,33+0,33+0,30+0,34+2,34+2,34+2,32+2,34+2,34+2,34+2,32+2,27+2,31+2,31+2,31+2,27+2,26+2,28+2,28+2,28+2,26+2
E. Mendy,28,197,86,Senegal,Stade Rennais FC,French Ligue 1,79,81,11000000,40000,GK,Right,1,2,1,Medium/Medium,Lean,No,21700000.0,NoTag,GK,16.0,,2019-08-06,2023.0,,,,,,,,,80.0,77.0,75.0,79.0,34.0,79.0,ComesForCrosses,10,5,10,20,9,13,13,14,22,11,36,33,48,77,27,56,39,35,72,9,22,13,6,39,13,56,,11,13,80,77,75,79,79,25+2,25+2,25+2,21+0,23+0,23+0,23+0,21+0,23+2,23+2,23+2,23+2,24+2,24+2,24+2,23+2,22+2,24+2,24+2,24+2,22+2,22+2,23+2,23+2,23+2,22+2
A. Schwolow,28,190,84,Germany,Hertha BSC,German 1. Bundesliga,79,80,10500000,40000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,18600000.0,NoTag,GK,1.0,,2020-08-04,2024.0,,,,,,,,,78.0,76.0,71.0,81.0,37.0,78.0,CautiousWithCrosses,9,12,12,26,11,15,13,16,23,22,36,38,40,79,42,53,72,31,67,15,26,13,10,34,22,32,,17,9,78,76,71,78,81,28+2,28+2,28+2,25+0,27+0,27+0,27+0,25+0,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,27+2,27+2,27+2,24+2,24+2,26+2,26+2,26+2,24+2
Pepe Reina,37,188,92,Spain,Lazio,Italian Serie A,79,79,1300000,30000,GK,Right,3,3,1,Medium/Medium,PLAYER_BODY_TYPE_375,Yes,2200000.0,NoTag,SUB,50.0,,2020-09-01,2023.0,,,,,,,,,77.0,79.0,80.0,78.0,46.0,80.0,"GKLongThrow,RushesOutOfGoal",11,14,13,19,11,10,11,11,22,23,43,49,50,74,60,60,71,34,70,15,32,22,13,65,24,64,,22,24,77,79,80,80,78,30+3,30+3,30+3,27+0,30+0,30+0,30+0,27+0,31+3,31+3,31+3,28+3,30+3,30+3,30+3,28+3,28+3,30+3,30+3,30+3,28+3,29+3,31+3,31+3,31+3,29+3
B. Costil,32,187,88,France,FC Girondins de Bordeaux,French Ligue 1,79,79,7500000,28000,GK,Right,2,3,1,Medium/Medium,Normal,No,14300000.0,NoTag,GK,1.0,,2017-06-19,2022.0,,,,,,,,,78.0,77.0,77.0,80.0,49.0,78.0,"SolidPlayer,TeamPlayer",11,14,15,35,12,13,12,11,33,12,47,51,38,76,45,58,49,28,65,15,22,22,12,48,15,58,,11,14,78,77,77,78,80,30+2,30+2,30+2,27+0,29+0,29+0,29+0,27+0,30+2,30+2,30+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2
D. Ospina,31,183,80,Colombia,Napoli,Italian Serie A,79,79,8000000,48000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,13600000.0,NoTag,GK,15.0,,2019-07-04,2022.0,GK,1.0,,,,,,,82.0,72.0,77.0,84.0,34.0,77.0,NoTag,11,10,15,36,12,12,10,13,32,32,34,34,44,73,50,58,75,29,38,12,20,25,16,50,26,57,,13,12,82,72,77,77,84,28+2,28+2,28+2,27+0,31+0,31+0,31+0,27+0,32+2,32+2,32+2,29+2,33+2,33+2,33+2,29+2,26+2,29+2,29+2,29+2,26+2,26+2,25+2,25+2,25+2,26+2
S. Ulreich,31,192,87,Germany,FC Bayern München,German 1. Bundesliga,79,79,8000000,54000,GK,Right,2,2,1,Medium/Medium,Lean,Yes,13200000.0,NoTag,SUB,26.0,,2015-07-01,2021.0,,,,,,,,,79.0,71.0,68.0,84.0,40.0,79.0,SaveswithFeet,14,12,8,41,13,13,12,15,38,22,41,40,36,78,39,51,66,29,63,11,25,14,8,42,22,45,,18,14,79,71,68,79,84,28+2,28+2,28+2,27+0,29+0,29+0,29+0,27+0,30+2,30+2,30+2,29+2,32+2,32+2,32+2,29+2,27+2,31+2,31+2,31+2,27+2,26+2,27+2,27+2,27+2,26+2
A. Meret,23,190,83,Italy,Napoli,Italian Serie A,78,87,12500000,36000,GK,Left,1,3,1,Medium/Medium,Lean,No,23800000.0,NoTag,SUB,1.0,,2018-07-05,2023.0,,,,,,,,,79.0,74.0,70.0,82.0,45.0,77.0,NoTag,15,17,19,29,20,16,20,21,22,22,41,48,37,74,48,53,68,29,65,17,22,22,20,21,21,67,,21,12,79,74,70,77,82,32+2,32+2,32+2,27+0,29+0,29+0,29+0,27+0,27+2,27+2,27+2,28+2,27+2,27+2,27+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2,28+2,28+2,28+2,27+2
P. Bernardoni,23,190,78,France,Angers SCO,French Ligue 1,78,84,10500000,16000,GK,Left,1,2,1,Medium/Medium,Normal,No,23100000.0,NoTag,GK,1.0,,2020-07-01,2024.0,,,,,,,,,78.0,74.0,73.0,84.0,29.0,77.0,"ComesForCrosses,SaveswithFeet",12,13,21,28,17,16,15,18,24,25,31,27,21,67,34,55,70,36,68,16,29,25,15,21,19,55,,12,18,78,74,73,77,84,29+2,29+2,29+2,23+0,26+0,26+0,26+0,23+0,25+2,25+2,25+2,25+2,26+2,26+2,26+2,25+2,26+2,28+2,28+2,28+2,26+2,25+2,29+2,29+2,29+2,25+2
A. Lafont,21,193,82,France,FC Nantes,French Ligue 1,78,84,11000000,14000,GK,Right,2,3,1,Medium/Medium,Lean,No,,NoTag,GK,1.0,Fiorentina,,2021.0,,,,,,,,,79.0,76.0,70.0,82.0,46.0,75.0,RushesOutOfGoal,13,6,13,54,9,14,13,12,38,10,48,45,60,69,53,53,73,40,70,9,20,17,4,47,16,59,,14,12,79,76,70,75,82,27+2,27+2,27+2,27+0,27+0,27+0,27+0,27+0,31+2,31+2,31+2,29+2,33+2,33+2,33+2,29+2,28+2,32+2,32+2,32+2,28+2,27+2,28+2,28+2,28+2,27+2
E. Martínez,27,195,90,Argentina,Aston Villa,English Premier League,78,81,9000000,43000,GK,Right,1,3,1,Medium/Medium,Stocky,Yes,17800000.0,NoTag,SUB,26.0,,2020-09-16,2024.0,,,,,,,,,78.0,80.0,78.0,77.0,58.0,77.0,GKLongThrow,22,16,26,45,13,13,22,20,48,35,59,57,49,73,49,59,60,40,70,16,37,13,12,64,42,53,,20,20,78,80,78,77,77,35+2,35+2,35+2,34+0,36+0,36+0,36+0,34+0,39+2,39+2,39+2,37+2,40+2,40+2,40+2,37+2,32+2,36+2,36+2,36+2,32+2,32+2,31+2,31+2,31+2,32+2
L. Karius,27,189,87,Germany,Liverpool,English Premier League,78,81,9000000,59000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,17300000.0,NoTag,RES,22.0,,2016-07-01,2021.0,,,,,,,,,82.0,72.0,78.0,81.0,54.0,76.0,RushesOutOfGoal,14,18,14,38,14,16,12,14,41,23,55,54,51,74,43,59,74,36,64,16,21,13,8,50,19,60,,11,13,82,72,78,76,81,32+2,32+2,32+2,30+0,32+0,32+0,32+0,30+0,34+2,34+2,34+2,32+2,33+2,33+2,33+2,32+2,27+2,29+2,29+2,29+2,27+2,27+2,25+2,25+2,25+2,27+2
Moyá,36,188,83,Spain,Real Sociedad,Spain Primera Division,78,78,1700000,15000,GK,Right,2,2,1,Medium/Medium,Normal,Yes,3600000.0,NoTag,SUB,13.0,,2018-02-27,2021.0,,,,,,,,,82.0,72.0,80.0,78.0,39.0,79.0,SaveswithFeet,11,11,12,31,13,13,16,12,35,24,46,34,54,74,49,60,62,30,57,16,22,11,10,68,11,60,,14,14,82,72,80,79,78,28+2,28+2,28+2,28+0,31+0,31+0,31+0,28+0,33+2,33+2,33+2,29+2,33+2,33+2,33+2,29+2,25+2,29+2,29+2,29+2,25+2,24+2,25+2,25+2,25+2,24+2
A. Mirante,36,193,79,Italy,Roma,Italian Serie A,78,78,1700000,24000,GK,Right,2,2,1,Medium/Medium,Lean,Yes,2900000.0,NoTag,SUB,83.0,,2018-07-01,2021.0,,,,,,,,,79.0,78.0,65.0,77.0,43.0,79.0,"ComesForCrosses,SaveswithFeet",10,17,13,35,15,24,17,13,35,25,44,43,50,76,50,49,62,33,55,15,32,17,10,43,21,70,,12,12,79,78,65,79,77,30+2,30+2,30+2,30+0,31+0,31+0,31+0,30+0,33+2,33+2,33+2,31+2,32+2,32+2,32+2,31+2,26+2,29+2,29+2,29+2,26+2,25+2,25+2,25+2,25+2,25+2
Andrés Fernández,33,187,82,Spain,SD Huesca,Spain Primera Division,78,78,5500000,20000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,12100000.0,NoTag,GK,25.0,,2020-08-28,2023.0,,,,,,,,,80.0,75.0,68.0,79.0,56.0,76.0,CautiousWithCrosses,17,13,12,35,13,14,24,12,40,18,58,55,60,75,65,51,77,39,74,12,40,26,14,41,16,56,,14,15,80,75,68,76,79,30+2,30+2,30+2,29+0,30+0,30+0,30+0,29+0,31+2,31+2,31+2,31+2,32+2,32+2,32+2,31+2,30+2,33+2,33+2,33+2,30+2,30+2,31+2,31+2,31+2,30+2
T. Heaton,34,187,92,England,Aston Villa,English Premier League,78,78,4500000,43000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,8600000.0,NoTag,RES,1.0,,2019-08-01,2021.0,,,,,,,,,78.0,77.0,74.0,79.0,55.0,78.0,"Leadership,GKLongThrow",17,12,16,32,12,17,15,13,37,28,56,55,54,74,52,56,73,40,66,12,31,24,12,46,24,62,,15,13,78,77,74,78,79,31+2,31+2,31+2,31+0,32+0,32+0,32+0,31+0,33+2,33+2,33+2,33+2,33+2,33+2,33+2,33+2,30+2,32+2,32+2,32+2,30+2,30+2,29+2,29+2,29+2,30+2
M. Hitz,32,194,89,Switzerland,Borussia Dortmund,German 1. Bundesliga,78,78,6500000,39000,GK,Right,2,3,1,Medium/Medium,Normal,No,11100000.0,NoTag,SUB,35.0,,2018-07-01,2021.0,,,,,,,,,79.0,77.0,63.0,80.0,44.0,79.0,TeamPlayer,12,27,18,29,26,13,15,17,33,17,41,46,41,72,31,47,67,38,78,12,25,23,8,25,22,44,,15,14,79,77,63,79,80,31+2,31+2,31+2,25+0,27+0,27+0,27+0,25+0,26+2,26+2,26+2,27+2,27+2,27+2,27+2,27+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2
Herrerín,32,187,89,Spain,Athletic Club de Bilbao,Spain Primera Division,78,78,6500000,19000,GK,Right,1,3,1,Medium/Medium,Stocky,Yes,13700000.0,NoTag,SUB,25.0,,2012-07-01,2021.0,,,,,,,,,80.0,78.0,83.0,74.0,43.0,77.0,"GKLongThrow,TeamPlayer",14,13,14,16,15,19,15,12,29,12,48,39,49,74,55,62,67,42,80,16,37,23,16,40,25,58,,16,12,80,78,83,77,74,30+2,30+2,30+2,26+0,28+0,28+0,28+0,26+0,26+2,26+2,26+2,27+2,27+2,27+2,27+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,29+2,29+2,29+2,26+2
